segment_id,segment_type,fanout,kv_bytes,home_bank,replicas,avg_hops_before,avg_hops_after,noc_bytes_before,noc_bytes_after,hotspot_before,hotspot_after,eligible_shared
f0b6510fe8b602fd90464f51,system,40,6365184.0,"[3, 3]","[[0, 0]]",5.075,2.275,505223749632.0,226479611904.0,5.963200101635907,5.382274588777447,True
1e5a30096fa46e569386dfb3,repo,4,88481792.0,"[3, 3]","[[2, 3]]",5.75,0.5,79368167424.0,6901579776.0,5.963200101635907,5.382274588777447,True
acb86a7b30f00af909b140d9,repo,1,7168000.0,"[3, 3]",[],6.0,0.0,344064000.0,0.0,5.963200101635907,5.382274588777447,True
5d01eb8ae6a96a5a2f322855,repo,1,1662976.0,"[3, 3]",[],6.0,0.0,79822848.0,0.0,5.963200101635907,5.382274588777447,True
71ffb71951ccd1b77e0a7cac,repo,1,6193152.0,"[3, 3]",[],6.0,0.0,260112384.0,0.0,5.963200101635907,5.382274588777447,True
32d9f37804c3f308edd7005f,history,1,1662976.0,"[3, 3]",[],6.0,0.0,69844992.0,0.0,5.963200101635907,5.382274588777447,True
9f24006dd5b440b51c0747d0,repo,1,4530176.0,"[3, 3]",[],6.0,0.0,163086336.0,0.0,5.963200101635907,5.382274588777447,True
454ace9fdef806b345595e93,history,1,1662976.0,"[3, 3]",[],6.0,0.0,59867136.0,0.0,5.963200101635907,5.382274588777447,True
888ea635af63320fa21bcd9a,repo,1,5562368.0,"[3, 3]",[],6.0,0.0,166871040.0,0.0,5.963200101635907,5.382274588777447,True
aadc35ebf405f7a63becbddf,repo,1,9404416.0,"[3, 3]",[],6.0,0.0,282132480.0,0.0,5.963200101635907,5.382274588777447,True
b8d603c55cd1b11a8441b048,repo,1,10436608.0,"[3, 3]",[],6.0,0.0,250478592.0,0.0,5.963200101635907,5.382274588777447,True
55c9dc5d6a75cf29a00556a1,history,1,860160.0,"[3, 3]",[],6.0,0.0,20643840.0,0.0,5.963200101635907,5.382274588777447,True
de83e940e1d28d63c41844f0,repo,1,7512064.0,"[3, 3]",[],6.0,0.0,180289536.0,0.0,5.963200101635907,5.382274588777447,True
cd1da7905a84529de8e666d0,repo,1,3383296.0,"[3, 3]",[],6.0,0.0,60899328.0,0.0,5.963200101635907,5.382274588777447,True
