segment_id,segment_type,fanout,kv_bytes,home_bank,replicas,avg_hops_before,avg_hops_after,noc_bytes_before,noc_bytes_after,hotspot_before,hotspot_after,eligible_shared
f0b6510fe8b602fd90464f51,system,5,6365184.0,"[3, 3]","[[3, 4]]",6.0,0.6,13366886400.0,1336688640.0,2.327075581821339,1.0,True
6da26385615d4a199ec46c94,repo,1,80109568.0,"[3, 3]",[],6.0,0.0,4806574080.0,0.0,2.327075581821339,1.0,True
db1965a6830f4c688576f39f,repo,1,3612672.0,"[3, 3]",[],6.0,0.0,195084288.0,0.0,2.327075581821339,1.0,True
d19acd1a0aed9db698b902ac,repo,1,2179072.0,"[3, 3]",[],6.0,0.0,117669888.0,0.0,2.327075581821339,1.0,True
7448b501e63c1c2a7d316d5c,repo,1,3096576.0,"[3, 3]",[],6.0,0.0,148635648.0,0.0,2.327075581821339,1.0,True
a1b30e5a5f6e2087baf5919f,history,1,1662976.0,"[3, 3]",[],6.0,0.0,79822848.0,0.0,2.327075581821339,1.0,True
d2244c924fb025c708650895,repo,1,2523136.0,"[3, 3]",[],6.0,0.0,105971712.0,0.0,2.327075581821339,1.0,True
bfcb0f1add4912abc0134f4f,history,1,1662976.0,"[3, 3]",[],6.0,0.0,69844992.0,0.0,2.327075581821339,1.0,True
ee2e59001d7b281a17b79f6f,repo,1,5619712.0,"[3, 3]",[],6.0,0.0,202309632.0,0.0,2.327075581821339,1.0,True
55030304767798d5a448f2bf,history,1,860160.0,"[3, 3]",[],6.0,0.0,30965760.0,0.0,2.327075581821339,1.0,True
62ef9fc31b9e73446ffd529f,repo,1,4415488.0,"[3, 3]",[],6.0,0.0,132464640.0,0.0,2.327075581821339,1.0,True
090991b59ae643e82ca87a35,history,1,1662976.0,"[3, 3]",[],6.0,0.0,49889280.0,0.0,2.327075581821339,1.0,True
66a9a39d65c941b6da200ad4,repo,1,7512064.0,"[3, 3]",[],6.0,0.0,180289536.0,0.0,2.327075581821339,1.0,True
54f639737616a6881355886d,history,1,860160.0,"[3, 3]",[],6.0,0.0,20643840.0,0.0,2.327075581821339,1.0,True
f8ac103f28ba2cae0dbd5e89,repo,1,2981888.0,"[3, 3]",[],6.0,0.0,53673984.0,0.0,2.327075581821339,1.0,True
3be996f7d5e581455af907ff,history,1,1433600.0,"[3, 3]",[],6.0,0.0,25804800.0,0.0,2.327075581821339,1.0,True
ebf26bdbcff6ef6ff0d006cc,repo,1,6135808.0,"[3, 3]",[],6.0,0.0,73629696.0,0.0,2.327075581821339,1.0,True
ace1c06286e5a63e4c850709,history,1,860160.0,"[3, 3]",[],6.0,0.0,10321920.0,0.0,2.327075581821339,1.0,True
d1c65fce54b4459675ed1450,repo,1,3383296.0,"[3, 3]",[],6.0,0.0,20299776.0,0.0,2.327075581821339,1.0,False
1a55ff2e10e762c4f1f7dac4,history,1,860160.0,"[3, 3]",[],6.0,0.0,5160960.0,0.0,2.327075581821339,1.0,False
e5a380269fed59fd26f3d3cd,repo,1,98975744.0,"[2, 3]",[],5.0,0.0,7423180800.0,0.0,2.327075581821339,1.0,True
40d311c94e9af9bfe7a957bb,repo,1,14106624.0,"[2, 3]",[],5.0,0.0,987463680.0,0.0,2.327075581821339,1.0,True
358c8a6f5c58be348b3af0d0,repo,1,13819904.0,"[2, 3]",[],5.0,0.0,967393280.0,0.0,2.327075581821339,1.0,True
65f781f0e3569bba713855c1,repo,1,3612672.0,"[2, 3]",[],5.0,0.0,234823680.0,0.0,2.327075581821339,1.0,True
86b663d3831d9c7ee0328c8e,history,1,52584448.0,"[2, 3]",[],5.0,0.0,3417989120.0,0.0,2.327075581821339,1.0,True
d3f38b5eb3d850bfc2bf3e7e,repo,1,12328960.0,"[2, 3]",[],5.0,0.0,739737600.0,0.0,2.327075581821339,1.0,True
9b08457f68162b4573939739,repo,1,13819904.0,"[2, 3]",[],5.0,0.0,829194240.0,0.0,2.327075581821339,1.0,True
4812e3d3d3c5c97d0f78ca50,repo,1,3899392.0,"[2, 3]",[],5.0,0.0,214466560.0,0.0,2.327075581821339,1.0,True
4a90ebf20b84a6f6c64ab326,history,1,2465792.0,"[2, 3]",[],5.0,0.0,135618560.0,0.0,2.327075581821339,1.0,True
c197326fd5d8fde7149c866c,repo,1,4874240.0,"[2, 3]",[],5.0,0.0,243712000.0,0.0,2.327075581821339,1.0,True
85c783900f958c32e4696fd5,history,1,52584448.0,"[2, 3]",[],5.0,0.0,2629222400.0,0.0,2.327075581821339,1.0,True
