segment_id,segment_type,fanout,kv_bytes,home_bank,replicas,avg_hops_before,avg_hops_after,noc_bytes_before,noc_bytes_after,hotspot_before,hotspot_after,eligible_shared
4f2fc9a43643203550f1d1fb,system,22,745472.0,"[2, 2]","[[0, 0]]",3.227272727272727,1.3181818181818181,2328854528.0,951222272.0,3.7681831002941535,3.2046670760593035,True
319f2129c2577a19f9f2c010,tool_schema,22,1318912.0,"[2, 2]","[[0, 0]]",3.227272727272727,1.3181818181818181,4120281088.0,1682931712.0,3.7681831002941535,3.2046670760593035,True
768d165082fced681da76150,task,4,688128.0,"[2, 0]","[[2, 3]]",2.75,1.0,60555264.0,22020096.0,3.7681831002941535,3.2046670760593035,True
db6ffc55c3a0d416a976ca4c,repo,4,194338816.0,"[2, 0]","[[2, 3]]",2.75,1.0,17101815808.0,6218842112.0,3.7681831002941535,3.2046670760593035,True
7406a61f3af95bd290dbc849,history,4,158728192.0,"[2, 0]","[[2, 3]]",2.75,1.0,13968080896.0,5079302144.0,3.7681831002941535,3.2046670760593035,True
3b9e86894240e4e9a5330ef5,branch_suffix,1,117669888.0,"[3, 0]",[],3.0,0.0,706019328.0,0.0,3.7681831002941535,3.2046670760593035,False
9ad1e392d831ca901f4bf911,branch_suffix,1,117669888.0,"[0, 0]",[],0.0,0.0,0.0,0.0,3.7681831002941535,3.2046670760593035,False
e891795d9a7579a198bac614,branch_suffix,1,117669888.0,"[2, 1]",[],3.0,0.0,706019328.0,0.0,3.7681831002941535,3.2046670760593035,False
effbac9492cea179c6ba6230,branch_suffix,1,117669888.0,"[2, 3]",[],5.0,0.0,1176698880.0,0.0,3.7681831002941535,3.2046670760593035,False
d114285bb38007229ecb5e0b,test_log,1,19439616.0,"[2, 3]",[],5.0,0.0,97198080.0,0.0,3.7681831002941535,3.2046670760593035,False
c54f9fd3060a241aa4b4acee,branch_suffix,1,39395328.0,"[2, 3]",[],5.0,0.0,196976640.0,0.0,3.7681831002941535,3.2046670760593035,False
4afd0fd8d6db551832f47208,test_log,1,12156928.0,"[0, 0]",[],0.0,0.0,0.0,0.0,3.7681831002941535,3.2046670760593035,False
68384b3ece1d94db402d4b8e,branch_suffix,1,39395328.0,"[0, 0]",[],0.0,0.0,0.0,0.0,3.7681831002941535,3.2046670760593035,False
