segment_id,segment_type,length,start_pos,fanout,access_count,exact_prefix_reusable,kv_bytes,repeated_prefill_tokens,exact_prefix_reusable_tokens
4f2fc9a43643203550f1d1fb,system,13,0,44,44,True,745472,559,13
319f2129c2577a19f9f2c010,tool_schema,23,13,44,44,True,1318912,989,23
768d165082fced681da76150,task,12,36,8,8,True,688128,84,12
db6ffc55c3a0d416a976ca4c,repo,3389,48,8,8,True,194338816,23723,3389
7406a61f3af95bd290dbc849,history,2768,3437,8,8,True,158728192,19376,2768
3b9e86894240e4e9a5330ef5,branch_suffix,2052,6205,2,2,False,117669888,2052,0
9ad1e392d831ca901f4bf911,branch_suffix,2052,6205,2,2,False,117669888,2052,0
e891795d9a7579a198bac614,branch_suffix,2052,6205,2,2,False,117669888,2052,0
effbac9492cea179c6ba6230,branch_suffix,2052,6205,2,2,False,117669888,2052,0
d114285bb38007229ecb5e0b,test_log,339,8257,1,1,True,19439616,0,0
c54f9fd3060a241aa4b4acee,branch_suffix,687,8596,1,1,False,39395328,0,0
4afd0fd8d6db551832f47208,test_log,212,8257,1,1,True,12156928,0,0
68384b3ece1d94db402d4b8e,branch_suffix,687,8469,1,1,False,39395328,0,0
44474ac297bbc6f8468a9eca,test_log,381,8257,1,1,True,21848064,0,0
172efa7b06aeda91c032dc1c,branch_suffix,687,8638,1,1,False,39395328,0,0
191e8c5bd52e3de3f78bc117,test_log,348,8257,1,1,True,19955712,0,0
7b2b1c489ba0565aa41bc4fe,branch_suffix,687,8605,1,1,False,39395328,0,0
912735434e5c751db480eb37,task,12,36,16,16,True,688128,180,12
4f7053fb20f8767089493844,repo,1136,48,16,16,True,65142784,17040,1136
67e307a8f2881126f4e54c26,history,925,1184,16,16,True,53043200,13875,925
00fc31edc00b9b1e0c638aaa,branch_suffix,2052,2109,2,2,False,117669888,2052,0
0a7eeeb51a9f3c4fac49ccd8,branch_suffix,2052,2109,2,2,False,117669888,2052,0
d0e8822d7b5c3d0ca426573b,branch_suffix,2052,2109,2,2,False,117669888,2052,0
0973a38617df221a93b840c5,branch_suffix,2052,2109,2,2,False,117669888,2052,0
0be2f0fb8b33ed7f64be0970,branch_suffix,2052,2109,2,2,False,117669888,2052,0
99095c4edb17f87d1b593c6f,branch_suffix,2052,2109,2,2,False,117669888,2052,0
783c80232532254b868a2ed0,branch_suffix,2052,2109,2,2,False,117669888,2052,0
de65b5f4e84fc6dc59f8e361,branch_suffix,2052,2109,2,2,False,117669888,2052,0
fe1f7ac3a1009dfaa2ea901b,test_log,283,4161,1,1,True,16228352,0,0
0a207070688d08116cfb79c5,branch_suffix,687,4444,1,1,False,39395328,0,0
eac7580f475f68c285aee9c5,test_log,221,4161,1,1,True,12673024,0,0
0edfff252d377447eae6ad69,branch_suffix,687,4382,1,1,False,39395328,0,0
25a2a8b25871cc6ef9c2e1af,test_log,290,4161,1,1,True,16629760,0,0
f12eb3baf64982f5e4f5e6f0,branch_suffix,687,4451,1,1,False,39395328,0,0
ab51f565a2ba36ddbf18dfd5,test_log,219,4161,1,1,True,12558336,0,0
b9be41f49e12623e8f5f43f8,branch_suffix,687,4380,1,1,False,39395328,0,0
788b287dcbde49fc3ae4ff5f,test_log,400,4161,1,1,True,22937600,0,0
75f2304e229231a7ae97165d,branch_suffix,687,4561,1,1,False,39395328,0,0
79c574332a45a623767e017c,test_log,339,4161,1,1,True,19439616,0,0
b1522945939626fdfac2f344,branch_suffix,687,4500,1,1,False,39395328,0,0
6830ae6fc030d0525c22e8d5,test_log,313,4161,1,1,True,17948672,0,0
4e4ed4acfff4a9e7bb647597,branch_suffix,687,4474,1,1,False,39395328,0,0
727a51f857697f4bcc1f45e3,test_log,220,4161,1,1,True,12615680,0,0
a9578d1115098955a1abf8a2,branch_suffix,687,4381,1,1,False,39395328,0,0
07bb698403ece6c20058586b,task,12,36,8,8,True,688128,84,12
13687f32a04d8e70b589289c,repo,1136,48,8,8,True,65142784,7952,1136
b5aadf88a1b34ecbc0eda2dc,history,925,1184,8,8,True,53043200,6475,925
ff9d60736c46ea242a3e590b,branch_suffix,2052,2109,2,2,False,117669888,2052,0
d993ac262928c2c03fcfbea8,branch_suffix,2052,2109,2,2,False,117669888,2052,0
35edcf36fd812f0e1c4b907c,branch_suffix,2052,2109,2,2,False,117669888,2052,0
94ef299635b4bb796b1ad781,branch_suffix,2052,2109,2,2,False,117669888,2052,0
ae2654225132d89a6fa70875,test_log,445,4161,1,1,True,25518080,0,0
