segment_id,segment_type,fanout,kv_bytes,home_bank,replicas,avg_hops_before,avg_hops_after,noc_bytes_before,noc_bytes_after,hotspot_before,hotspot_after,eligible_shared
f0b6510fe8b602fd90464f51,system,5,6365184.0,"[3, 3]","[[3, 4]]",6.0,0.6,954777600.0,95477760.0,2.4606248537327406,1.0,True
6da26385615d4a199ec46c94,repo,1,80109568.0,"[3, 3]",[],6.0,0.0,480657408.0,0.0,2.4606248537327406,1.0,False
db1965a6830f4c688576f39f,repo,1,3612672.0,"[3, 3]",[],6.0,0.0,21676032.0,0.0,2.4606248537327406,1.0,False
d19acd1a0aed9db698b902ac,repo,1,2179072.0,"[3, 3]",[],6.0,0.0,13074432.0,0.0,2.4606248537327406,1.0,False
7448b501e63c1c2a7d316d5c,repo,1,3096576.0,"[3, 3]",[],6.0,0.0,18579456.0,0.0,2.4606248537327406,1.0,False
a1b30e5a5f6e2087baf5919f,history,1,1662976.0,"[3, 3]",[],6.0,0.0,9977856.0,0.0,2.4606248537327406,1.0,False
d2244c924fb025c708650895,repo,1,2523136.0,"[3, 3]",[],6.0,0.0,15138816.0,0.0,2.4606248537327406,1.0,False
bfcb0f1add4912abc0134f4f,history,1,1662976.0,"[3, 3]",[],6.0,0.0,9977856.0,0.0,2.4606248537327406,1.0,False
89424d67e55acb5914573552,repo,1,5275648.0,"[3, 3]",[],6.0,0.0,31653888.0,0.0,2.4606248537327406,1.0,False
eeada1f873a9d155fd22bc75,history,1,860160.0,"[3, 3]",[],6.0,0.0,5160960.0,0.0,2.4606248537327406,1.0,False
98dba3a3bc9721aabbfac1ec,repo,1,3670016.0,"[3, 3]",[],6.0,0.0,22020096.0,0.0,2.4606248537327406,1.0,False
4ac4a4b742c206e9e178f248,history,1,10665984.0,"[3, 3]",[],6.0,0.0,63995904.0,0.0,2.4606248537327406,1.0,False
c236063661ce8f47891863ee,repo,1,4186112.0,"[3, 3]",[],6.0,0.0,25116672.0,0.0,2.4606248537327406,1.0,False
253bee0742f2a7541b162df1,history,1,10665984.0,"[3, 3]",[],6.0,0.0,63995904.0,0.0,2.4606248537327406,1.0,False
f022e444bc89b8555d0e31b6,repo,1,3383296.0,"[3, 3]",[],6.0,0.0,20299776.0,0.0,2.4606248537327406,1.0,False
b8989f5e4b563350d3ae3695,history,1,52527104.0,"[3, 3]",[],6.0,0.0,315162624.0,0.0,2.4606248537327406,1.0,False
92e72ea56db4ca5fada06f9a,repo,1,3956736.0,"[3, 3]",[],6.0,0.0,23740416.0,0.0,2.4606248537327406,1.0,False
50f9f079b23dfbf1880f0468,history,1,2064384.0,"[3, 3]",[],6.0,0.0,12386304.0,0.0,2.4606248537327406,1.0,False
f94c7eebf6b725bb8add2c2a,repo,1,3383296.0,"[3, 3]",[],6.0,0.0,20299776.0,0.0,2.4606248537327406,1.0,False
6b00ac2139f75b30c1d58347,history,1,11526144.0,"[3, 3]",[],6.0,0.0,69156864.0,0.0,2.4606248537327406,1.0,False
8f1660ab0c3e5aa82a4948dd,repo,1,3555328.0,"[3, 3]",[],6.0,0.0,21331968.0,0.0,2.4606248537327406,1.0,False
633e4d3ee96eeeca2ffb33d7,history,1,1777664.0,"[3, 3]",[],6.0,0.0,10665984.0,0.0,2.4606248537327406,1.0,False
08df01e1f05c610da19f6233,unknown,1,286720.0,"[3, 3]",[],6.0,0.0,1720320.0,0.0,2.4606248537327406,1.0,False
e5a380269fed59fd26f3d3cd,repo,1,98975744.0,"[2, 3]",[],5.0,0.0,494878720.0,0.0,2.4606248537327406,1.0,False
3e287122421a045117b61b30,repo,1,5906432.0,"[2, 3]",[],5.0,0.0,29532160.0,0.0,2.4606248537327406,1.0,False
