run_id,instance_id,branch_id,rollout_id,tool_type,tool_latency,timing_missing,observation_tokens,exit_code
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,0.2742743492126465,false,344,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,1.4176177978515625,false,28,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,6.868169546127319,false,565,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,0.19844937324523926,false,26,2
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,0.2992403507232666,false,66,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,60.03304433822632,false,657,-1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,34.9259090423584,false,872,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,0.19338107109069824,false,26,2
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,0.2968461513519287,false,66,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b0,rollout_0,shell_other,1.3239903450012207,false,549,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,grep_search,0.25761938095092773,false,14,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,shell_other,0.17438554763793945,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,shell_other,0.17327356338500977,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,file_read,0.17165541648864746,false,2411,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,file_read,0.17894768714904785,false,15,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,file_write,0.18763184547424316,false,15,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,file_read,0.1706383228302002,false,180,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b1,rollout_1,shell_other,0.0,true,0,
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,grep_search,0.2562260627746582,false,14,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.1792147159576416,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.18051481246948242,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.1734609603881836,false,2411,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.19256210327148438,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.187485933303833,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.18164539337158203,false,2411,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.19180870056152344,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.1723768711090088,false,11,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b2,rollout_2,shell_other,0.17553400993347168,false,2411,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,0.17786669731140137,false,15,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,file_write,0.1771221160888672,false,15,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,0.2615242004394531,false,360,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,1.689943552017212,false,28,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,1.1331276893615723,false,32,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,build,1.5038681030273438,false,416,0
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,0.16753101348876953,false,23,127
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,0.802725076675415,false,28,1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,60.06302738189697,false,196,-1
mini_swe_lite10_r4_timed,astropy__astropy-12907,b3,rollout_3,shell_other,0.8095722198486328,false,28,1
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,grep_search,0.1785876750946045,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,grep_search,0.17742109298706055,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,build,0.20926237106323242,false,23,0
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,shell_other,0.1840038299560547,false,958,0
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,build,0.1939539909362793,false,23,0
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,build,0.19393253326416016,false,25,2
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,shell_other,0.17717528343200684,false,958,0
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,build,0.19568347930908203,false,23,0
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,build,0.1942145824432373,false,25,2
mini_swe_lite10_r4_timed,django__django-11815,b0,rollout_0,shell_other,0.18259716033935547,false,958,0
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,grep_search,0.19770026206970215,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,grep_search,0.17990350723266602,false,12,0
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,file_write,0.18500471115112305,false,15,0
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,build,0.2015078067779541,false,23,2
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,build,0.19305682182312012,false,21,2
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,shell_other,0.17500662803649902,false,931,0
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,shell_other,14.657510757446289,false,890,0
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,build,0.1958913803100586,false,23,2
mini_swe_lite10_r4_timed,django__django-11815,b1,rollout_1,shell_other,0.18632030487060547,false,960,0
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,grep_search,0.3541269302368164,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,grep_search,0.3356468677520752,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,grep_search,0.33498167991638184,false,176,0
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,shell_other,0.5345256328582764,false,15,0
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,grep_search,0.3388381004333496,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,shell_other,0.771648645401001,false,15,0
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,shell_other,0.18085837364196777,false,18,1
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,file_write,0.17867207527160645,false,15,0
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,file_read,0.17634844779968262,false,15,0
mini_swe_lite10_r4_timed,django__django-11815,b2,rollout_2,shell_other,0.0,true,0,
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.35705137252807617,false,2509,0
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,build,0.30984926223754883,false,2534,0
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.31242918968200684,false,2417,0
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.32700490951538086,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.18616890907287598,false,12,2
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.3556981086730957,false,15,1
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.3064463138580322,false,2417,0
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.1849970817565918,false,12,2
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.3108186721801758,false,2417,0
mini_swe_lite10_r4_timed,django__django-11815,b3,rollout_3,grep_search,0.18545293807983398,false,12,2
mini_swe_lite10_r4_timed,django__django-11848,b0,rollout_0,grep_search,0.4611537456512451,false,23,0
mini_swe_lite10_r4_timed,django__django-11848,b0,rollout_0,shell_other,0.2521641254425049,false,11,127
mini_swe_lite10_r4_timed,django__django-11848,b0,rollout_0,shell_other,0.2501189708709717,false,11,127
mini_swe_lite10_r4_timed,django__django-11848,b0,rollout_0,file_read,0.26477527618408203,false,2577,0
mini_swe_lite10_r4_timed,django__django-11848,b0,rollout_0,grep_search,0.4461376667022705,false,23,0
