event_id,policy,predicted_artifact,launched,reason,expected_benefit,expected_cost,safety_level,snapshot_hash
astropy__astropy-12907:b0:tool1,stp_ae_top1,DIRECTORY_LISTING:.:*,true,launched,0.28096929326787723,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,false,not_selected,0.17241297541437922,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_top1,DIRECTORY_LISTING:tests:*,false,not_selected,0.08301365482914555,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,true,launched,0.28096929326787723,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,true,launched,0.17241297541437922,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_top3_budgeted,DIRECTORY_LISTING:tests:*,true,launched,0.08301365482914555,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.28096929326787723,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_sandbox,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.17241297541437922,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b0:tool1,stp_ae_sandbox,DIRECTORY_LISTING:tests:*,false,low_confidence,0.08301365482914555,0.023,READ_ONLY_ARTIFACT,f45432fb450684eb
astropy__astropy-12907:b1:tool5,stp_ae_top1,DIRECTORY_LISTING:.:*,false,low_confidence,0.041187478274833864,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_top1,DIRECTORY_LISTING:tests:*,false,low_confidence,0.014491890504108212,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.012966428345781033,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,false,low_confidence,0.041187478274833864,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_top3_budgeted,DIRECTORY_LISTING:tests:*,false,low_confidence,0.014491890504108212,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.012966428345781033,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.041187478274833864,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_sandbox,DIRECTORY_LISTING:tests:*,false,low_confidence,0.014491890504108212,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b1:tool5,stp_ae_sandbox,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.012966428345781033,0.023,READ_ONLY_ARTIFACT,c3de79f947b134b0
astropy__astropy-12907:b2:tool7,stp_ae_top1,DIRECTORY_LISTING:.:*,false,low_confidence,0.04210434890374905,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
astropy__astropy-12907:b2:tool7,stp_ae_top1,DIRECTORY_LISTING:tests:*,false,low_confidence,0.014814493132800591,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
astropy__astropy-12907:b2:tool7,stp_ae_top1,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.013255072803032108,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
astropy__astropy-12907:b2:tool7,stp_ae_top3_budgeted,DIRECTORY_LISTING:.:*,false,low_confidence,0.04210434890374905,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
astropy__astropy-12907:b2:tool7,stp_ae_top3_budgeted,DIRECTORY_LISTING:tests:*,false,low_confidence,0.014814493132800591,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
astropy__astropy-12907:b2:tool7,stp_ae_top3_budgeted,DIRECTORY_LISTING:/testbed:*,false,low_confidence,0.013255072803032108,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
astropy__astropy-12907:b2:tool7,stp_ae_sandbox,DIRECTORY_LISTING:.:*,false,low_confidence,0.04210434890374905,0.023,READ_ONLY_ARTIFACT,c0309c3eb8ac5e5e
