run_id,instance_id,branch_id,rollout_id,tool_type,tool_latency,timing_missing,observation_tokens,exit_code
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,grep_search,0.0,true,14,0
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,shell_other,0.0,true,11,127
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,shell_other,0.0,true,11,127
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,grep_search,0.0,true,149,0
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,file_read,0.0,true,15,0
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,file_read,0.0,true,15,0
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,file_read,0.0,true,15,0
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,shell_other,0.0,true,361,1
mini_swe_lite10_r4,astropy__astropy-12907,b0,rollout_0,shell_other,0.0,true,28,1
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,file_write,0.0,true,15,0
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,shell_other,0.0,true,98,1
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,file_read,0.0,true,98,1
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,file_write,0.0,true,98,1
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,file_write,0.0,true,118,1
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,grep_search,0.0,true,14,0
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,file_read,0.0,true,15,0
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,shell_other,0.0,true,118,1
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,file_write,0.0,true,118,1
mini_swe_lite10_r4,astropy__astropy-12907,b1,rollout_1,file_write,0.0,true,118,1
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,344,1
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,28,1
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,347,0
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,369,1
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,173,0
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,371,1
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,538,0
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,207,0
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,shell_other,0.0,true,369,1
mini_swe_lite10_r4,astropy__astropy-12907,b2,rollout_2,grep_search,0.0,true,174,-1
mini_swe_lite10_r4,astropy__astropy-12907,b3,rollout_3,file_write,0.0,true,15,0
mini_swe_lite10_r4,astropy__astropy-12907,b3,rollout_3,shell_other,0.0,true,42,1
mini_swe_lite10_r4,astropy__astropy-12907,b3,rollout_3,shell_other,0.0,true,176,0
mini_swe_lite10_r4,astropy__astropy-12907,b3,rollout_3,shell_other,0.0,true,361,1
mini_swe_lite10_r4,astropy__astropy-12907,b3,rollout_3,shell_other,0.0,true,28,1
