mode,run_id,input_tokens_target,input_tokens_actual,output_tokens_target,output_length_control_requested,concurrency,repeat,request_id,endpoint,stream,e2e_latency,ttft,decode_time,tpot,client_prompt_tokens,prompt_tokens_client,completion_tokens_client,client_completion_tokens,server_prompt_tokens,prompt_tokens_server,server_completion_tokens,completion_tokens_server,output_tokens_actual,start_time,first_token_time,end_time,status,error,prefix_cache_queries_delta,prefix_cache_hits_delta,cached_prompt_tokens_delta,prompt_tokens_delta,generation_tokens_delta,num_requests_running_delta,num_requests_waiting_delta,gpu_kv_cache_usage_delta,request_queue_time_delta,request_prefill_time_delta,request_decode_time_delta,ttft_delta,tpot_delta,e2e_latency_delta,prefix_cache_metrics_reliable,metrics_error,metrics_prompt_tokens_delta,metrics_generation_tokens_delta
length,pr2_v2,8192,8192,32,True,1,1,length-8192-32-1-0,chat,True,0.650364875793457,0.37209463119506836,0.27827024459838867,0.008695945143699646,8192,8192,32,32,8221,8221,32,32,32,1778395174.5500526,1778395174.9221473,1778395175.2004175,ok,,0.0,0.0,0.0,8221.0,32.0,0.0,0.0,0.0,1.0475050657987595e-05,0.30402457900345325,0.2863388666883111,0.34750795364379883,0.0,0.6340234279632568,True,,8221.0,32.0
length,pr2_v2,8192,8192,32,True,1,2,length-8192-32-2-0,chat,True,0.6541595458984375,0.3751685619354248,0.2789909839630127,0.008718468248844147,8192,8192,32,32,8221,8221,32,32,32,1778395175.309336,1778395175.6845045,1778395175.9634955,ok,,0.0,0.0,0.0,8221.0,32.0,0.0,0.0,0.0,6.976071745157242e-06,0.30447209579870105,0.28725347900763154,0.35184717178344727,0.0,0.6391944885253906,True,,8221.0,32.0
length,pr2_v2,8192,8192,128,True,1,0,length-8192-128-0-0,chat,True,1.5314249992370605,0.37902092933654785,1.1524040699005127,0.009003156796097755,8192,8192,128,128,8221,8221,128,128,128,1778395176.063555,1778395176.442576,1778395177.59498,ok,,0.0,0.0,0.0,8221.0,128.0,0.0,0.0,0.0,2.1867919713258743e-05,0.30039435299113393,1.1694440082646906,0.34676527976989746,0.0,1.5159296989440918,True,,8221.0,128.0
length,pr2_v2,8192,8192,128,True,1,1,length-8192-128-1-0,chat,True,1.513763189315796,0.35265374183654785,1.161109447479248,0.009071167558431625,8192,8192,128,128,8221,8221,128,128,128,1778395177.7014916,1778395178.0541453,1778395179.2152548,ok,,0.0,0.0,0.0,8221.0,128.0,0.0,0.0,0.0,1.120101660490036e-05,0.3034878261387348,1.1692888750694692,0.3266291618347168,0.0,1.4961097240447998,True,,8221.0,128.0
length,pr2_v2,8192,8192,128,True,1,2,length-8192-128-2-0,chat,True,1.522782802581787,0.36121320724487305,1.161569595336914,0.009074762463569641,8192,8192,128,128,8221,8221,128,128,128,1778395179.3157327,1778395179.676946,1778395180.8385155,ok,,0.0,0.0,0.0,8221.0,128.0,0.0,0.0,0.0,2.2173859179019928e-05,0.3054579310119152,1.1696132752113044,0.33680129051208496,0.0,1.5065875053405762,True,,8221.0,128.0
length,pr2_v2,8192,8192,512,True,1,0,length-8192-512-0-0,chat,True,5.037140369415283,0.3439919948577881,4.693148374557495,0.009166305419057608,8192,8192,512,512,8221,8221,512,512,512,1778395180.9434118,1778395181.2874038,1778395185.9805522,ok,,0.0,0.0,0.0,8221.0,512.0,0.0,0.0,0.0,8.929986506700516e-06,0.3041514069773257,4.700787503272295,0.32381439208984375,0.0,5.024759292602539,True,,8221.0,512.0
length,pr2_v2,8192,8192,512,True,1,1,length-8192-512-1-0,chat,True,5.073391914367676,0.3841218948364258,4.68927001953125,0.009158730506896973,8192,8192,512,512,8221,8221,512,512,512,1778395186.0952713,1778395186.4793932,1778395191.1686633,ok,,0.0,0.0,0.0,8221.0,512.0,0.0,0.0,0.0,7.787253707647324e-06,0.30454334896057844,4.69978460110724,0.3556559085845947,0.0,5.055543422698975,True,,8221.0,512.0
length,pr2_v2,8192,8192,512,True,1,2,length-8192-512-2-0,chat,True,5.075052976608276,0.3830866813659668,4.69196629524231,0.009163996670395136,8192,8192,512,512,8221,8221,512,512,512,1778395191.2729192,1778395191.6560059,1778395196.3479722,ok,,0.0,0.0,0.0,8221.0,512.0,0.0,0.0,0.0,5.905982106924057e-06,0.30450386786833405,4.7008506138809025,0.35754966735839844,0.0,5.058594703674316,True,,8221.0,512.0
length,pr2_v2,8192,8192,1024,True,1,0,length-8192-1024-0-0,chat,True,9.786739587783813,0.3745083808898926,9.412231206893921,0.009191632037982345,8192,8192,1024,1024,8221,8221,1024,1024,1024,1778395196.4518373,1778395196.8263457,1778395206.238577,ok,,0.0,0.0,0.0,8221.0,1024.0,0.0,0.0,0.0,6.195157766342163e-06,0.3010817039757967,9.420086785685271,0.3498835563659668,0.0,9.770119428634644,True,,8221.0,1024.0
length,pr2_v2,8192,8192,1024,True,1,1,length-8192-1024-1-0,chat,True,9.759323835372925,0.34682726860046387,9.412496566772461,0.009191891178488731,8192,8192,1024,1024,8221,8221,1024,1024,1024,1778395206.358742,1778395206.7055693,1778395216.1180658,ok,,0.0,0.0,0.0,8221.0,1024.0,0.0,0.0,0.0,1.0653864592313766e-05,0.3011966231279075,9.420495136640966,0.32254672050476074,0.0,9.743064880371094,True,,8221.0,1024.0
length,pr2_v2,8192,8192,1024,True,1,2,length-8192-1024-2-0,chat,True,9.757275819778442,0.3504467010498047,9.406829118728638,0.009186356561258435,8192,8192,1024,1024,8221,8221,1024,1024,1024,1778395216.2276475,1778395216.5780942,1778395225.9849234,ok,,0.0,0.0,0.0,8221.0,1024.0,0.0,0.0,0.0,1.0614283382892609e-05,0.3043244807049632,9.414797362871468,0.32633328437805176,0.0,9.741203784942627,True,,8221.0,1024.0
length,pr2_v2,16384,16384,32,True,1,0,length-16384-32-0-0,chat,True,1.0609931945800781,0.7852685451507568,0.2757246494293213,0.00861639529466629,16384,16384,32,32,16413,16413,32,32,32,1778395231.2538857,1778395232.0391543,1778395232.314879,ok,,0.0,0.0,0.0,16413.0,32.0,0.0,0.0,0.0,3.491900861263275e-05,0.6688860030844808,0.2947084349580109,0.7525522708892822,0.0,1.0473811626434326,True,,16413.0,32.0
length,pr2_v2,16384,16384,32,True,1,1,length-16384-32-1-0,chat,True,1.043168067932129,0.7655398845672607,0.27762818336486816,0.00867588073015213,16384,16384,32,32,16413,16413,32,32,32,1778395232.4382722,1778395233.2038121,1778395233.4814403,ok,,0.0,0.0,0.0,16413.0,32.0,0.0,0.0,0.0,1.7304904758930206e-05,0.6692763031460345,0.2952103349380195,0.734241247177124,0.0,1.0295500755310059,True,,16413.0,32.0
length,pr2_v2,16384,16384,32,True,1,2,length-16384-32-2-0,chat,True,1.042900800704956,0.765254020690918,0.2776467800140381,0.00867646187543869,16384,16384,32,32,16413,16413,32,32,32,1778395233.620652,1778395234.385906,1778395234.6635528,ok,,0.0,0.0,0.0,16413.0,32.0,0.0,0.0,0.0,1.8684659153223038e-05,0.6678179632872343,0.2946973261423409,0.7348217964172363,0.0,1.0295872688293457,True,,16413.0,32.0
length,pr2_v2,16384,16384,128,True,1,0,length-16384-128-0-0,chat,True,1.9547998905181885,0.7679286003112793,1.1868712902069092,0.009272431954741478,16384,16384,128,128,16413,16413,128,128,128,1778395234.7850149,1778395235.5529435,1778395236.7398148,ok,,0.0,0.0,0.0,16413.0,128.0,0.0,0.0,0.0,7.616821676492691e-06,0.6711169541813433,1.203019545879215,0.7375137805938721,0.0,1.9406459331512451,True,,16413.0,128.0
length,pr2_v2,16384,16384,128,True,1,1,length-16384-128-1-0,chat,True,1.9544823169708252,0.7691929340362549,1.1852893829345703,0.00926007330417633,16384,16384,128,128,16413,16413,128,128,128,1778395236.8652053,1778395237.6343982,1778395238.8196876,ok,,0.0,0.0,0.0,16413.0,128.0,0.0,0.0,0.0,7.869210094213486e-06,0.6706449096091092,1.2029403704218566,0.7373437881469727,0.0,1.94026780128479,True,,16413.0,128.0
length,pr2_v2,16384,16384,128,True,1,2,length-16384-128-2-0,chat,True,1.9607150554656982,0.775989294052124,1.1847257614135742,0.009255670011043549,16384,16384,128,128,16413,16413,128,128,128,1778395238.9438438,1778395239.7198331,1778395240.904559,ok,,0.0,0.0,0.0,16413.0,128.0,0.0,0.0,0.0,6.688293069601059e-06,0.6719697527587414,1.2028819723054767,0.7442476749420166,0.0,1.9471898078918457,True,,16413.0,128.0
length,pr2_v2,16384,16384,512,True,1,0,length-16384-512-0-0,chat,True,5.574396371841431,0.7599081993103027,4.814488172531128,0.00940329721197486,16384,16384,512,512,16413,16413,512,512,512,1778395241.0347645,1778395241.7946727,1778395246.609161,ok,,0.0,0.0,0.0,16413.0,512.0,0.0,0.0,0.0,7.2410330176353455e-06,0.6741121630184352,4.831707334145904,0.7286591529846191,0.0,5.560385465621948,True,,16413.0,512.0
length,pr2_v2,16384,16384,512,True,1,1,length-16384-512-1-0,chat,True,5.5937042236328125,0.77667236328125,4.8170318603515625,0.009408265352249146,16384,16384,512,512,16413,16413,512,512,512,1778395246.7374175,1778395247.5140898,1778395252.3311217,ok,,0.0,0.0,0.0,16413.0,512.0,0.0,0.0,0.0,1.9127968698740005e-05,0.6783964564092457,4.8343430096283555,0.7448549270629883,0.0,5.5793232917785645,True,,16413.0,512.0
length,pr2_v2,16384,16384,512,True,1,2,length-16384-512-2-0,chat,True,5.707200288772583,0.8586330413818359,4.848567247390747,0.009469857905060053,16384,16384,512,512,16413,16413,512,512,512,1778395252.4665732,1778395253.3252063,1778395258.1737735,ok,,0.0,0.0,0.0,16413.0,512.0,0.0,0.0,0.0,2.1193642169237137e-05,0.7795325759798288,4.866682981140912,0.8259017467498779,0.0,5.692652225494385,True,,16413.0,512.0
length,pr2_v2,16384,16384,1024,True,1,0,length-16384-1024-0-0,chat,True,10.808828115463257,0.7573428153991699,10.051485300064087,0.009815903613343835,16384,16384,1024,1024,16413,16413,1024,1024,1024,1778395258.298617,1778395259.0559597,1778395269.107445,ok,,0.0,0.0,0.0,16413.0,1024.0,0.0,0.0,0.0,5.741138011217117e-06,0.6759968451224267,10.068243642803282,0.7230803966522217,0.0,10.79149079322815,True,,16413.0,1024.0
length,pr2_v2,16384,16384,1024,True,1,1,length-16384-1024-1-0,chat,True,10.6071617603302,0.7581467628479004,9.8490149974823,0.009618178708478808,16384,16384,1024,1024,16413,16413,1024,1024,1024,1778395269.260363,1778395270.0185099,1778395279.8675249,ok,,0.0,0.0,0.0,16413.0,1024.0,0.0,0.0,0.0,6.3301995396614075e-06,0.6768341599963605,9.86522206524387,0.7267382144927979,0.0,10.59207797050476,True,,16413.0,1024.0
length,pr2_v2,16384,16384,1024,True,1,2,length-16384-1024-2-0,chat,True,10.812790870666504,0.8515570163726807,9.961233854293823,0.009727767435833812,16384,16384,1024,1024,16413,16413,1024,1024,1024,1778395280.0148776,1778395280.8664346,1778395290.8276684,ok,,0.0,0.0,0.0,16413.0,1024.0,0.0,0.0,0.0,5.945097655057907e-06,0.7649383721873164,9.978163680061698,0.8201353549957275,0.0,10.79838514328003,True,,16413.0,1024.0
length,pr2_v2,24576,24576,32,True,1,0,length-24576-32-0-0,chat,True,1.4909236431121826,1.2148869037628174,0.27603673934936523,0.008626148104667664,24576,24576,32,32,24605,24605,32,32,32,1778395305.0233834,1778395306.2382703,1778395306.514307,ok,,0.0,0.0,0.0,24605.0,32.0,0.0,0.0,0.0,3.614230081439018e-05,1.1169156138785183,0.30199804017320275,1.1740002632141113,0.0,1.4760816097259521,True,,24605.0,32.0
length,pr2_v2,24576,24576,32,True,1,1,length-24576-32-1-0,chat,True,1.5059843063354492,1.229548454284668,0.27643585205078125,0.008638620376586914,24576,24576,32,32,24605,24605,32,32,32,1778395306.6581378,1778395307.8876863,1778395308.164122,ok,,0.0,0.0,0.0,24605.0,32.0,0.0,0.0,0.0,3.759469836950302e-05,1.1272795130498707,0.30244983406737447,1.1883337497711182,0.0,1.4906320571899414,True,,24605.0,32.0
length,pr2_v2,24576,24576,32,True,1,2,length-24576-32-2-0,chat,True,1.5149273872375488,1.2386744022369385,0.27625298500061035,0.008632905781269073,24576,24576,32,32,24605,24605,32,32,32,1778395308.314813,1778395309.5534873,1778395309.8297403,ok,,0.0,0.0,0.0,24605.0,32.0,0.0,0.0,0.0,7.521826773881912e-06,1.132534793112427,0.30272223288193345,1.1977806091308594,0.0,1.5004775524139404,True,,24605.0,32.0
length,pr2_v2,24576,24576,128,True,1,0,length-24576-128-0-0,chat,True,2.4565930366516113,1.250990629196167,1.2056024074554443,0.009418768808245659,24576,24576,128,128,24605,24605,128,128,128,1778395309.9683678,1778395311.2193584,1778395312.4249609,ok,,0.0,0.0,0.0,24605.0,128.0,0.0,0.0,0.0,1.9683968275785446e-05,1.136718207038939,1.2319565149955451,1.2111554145812988,0.0,2.4431424140930176,True,,24605.0,128.0
length,pr2_v2,24576,24576,128,True,1,1,length-24576-128-1-0,chat,True,2.4409854412078857,1.2346608638763428,1.206324577331543,0.00942441076040268,24576,24576,128,128,24605,24605,128,128,128,1778395312.5661793,1778395313.8008401,1778395315.0071647,ok,,0.0,0.0,0.0,24605.0,128.0,0.0,0.0,0.0,7.146038115024567e-06,1.1181916841305792,1.2320441748015583,1.1952733993530273,0.0,2.427370309829712,True,,24605.0,128.0
length,pr2_v2,24576,24576,128,True,1,2,length-24576-128-2-0,chat,True,2.445481061935425,1.239262580871582,1.2062184810638428,0.009423581883311272,24576,24576,128,128,24605,24605,128,128,128,1778395315.1476793,1778395316.386942,1778395317.5931604,ok,,0.0,0.0,0.0,24605.0,128.0,0.0,0.0,0.0,1.8606428056955338e-05,1.1244189529679716,1.2319766939617693,1.199237585067749,0.0,2.4312148094177246,True,,24605.0,128.0
length,pr2_v2,24576,24576,512,True,1,0,length-24576-512-0-0,chat,True,6.163065195083618,1.2340960502624512,4.928969144821167,0.009626892860978842,24576,24576,512,512,24605,24605,512,512,512,1778395317.7542186,1778395318.9883146,1778395323.9172838,ok,,0.0,0.0,0.0,24605.0,512.0,0.0,0.0,0.0,7.165130227804184e-06,1.1238661771640182,4.955067713744938,1.1922588348388672,0.0,6.147226333618164,True,,24605.0,512.0
length,pr2_v2,24576,24576,512,True,1,1,length-24576-512-1-0,chat,True,6.1823484897613525,1.2550597190856934,4.927288770675659,0.009623610880225897,24576,24576,512,512,24605,24605,512,512,512,1778395324.0675783,1778395325.322638,1778395330.2499268,ok,,0.0,0.0,0.0,24605.0,512.0,0.0,0.0,0.0,6.951857358217239e-06,1.1317168269306421,4.956568435300142,1.2103347778320312,0.0,6.166927814483643,True,,24605.0,512.0
length,pr2_v2,24576,24576,512,True,1,2,length-24576-512-2-0,chat,True,6.189199924468994,1.2632153034210205,4.925984621047974,0.009621063712984324,24576,24576,512,512,24605,24605,512,512,512,1778395330.3968978,1778395331.660113,1778395336.5860977,ok,,0.0,0.0,0.0,24605.0,512.0,0.0,0.0,0.0,8.977018296718597e-06,1.135896204970777,4.956049992702901,1.2180237770080566,0.0,6.174083232879639,True,,24605.0,512.0
length,pr2_v2,24576,24576,1024,True,1,0,length-24576-1024-0-0,chat,True,11.176104068756104,1.248727798461914,9.92737627029419,0.00969470338895917,24576,24576,1024,1024,24605,24605,1024,1024,1024,1778395336.7306747,1778395337.9794025,1778395347.9067788,ok,,0.0,0.0,0.0,24605.0,1024.0,0.0,0.0,0.0,6.149057298898697e-06,1.136231169104576,9.951746706850827,1.209120273590088,0.0,11.161067485809326,True,,24605.0,1024.0
length,pr2_v2,24576,24576,1024,True,1,1,length-24576-1024-1-0,chat,True,11.51977014541626,1.2744922637939453,10.245277881622314,0.010005154181271791,24576,24576,1024,1024,24605,24605,1024,1024,1024,1778395348.0783257,1778395349.352818,1778395359.598096,ok,,0.0,0.0,0.0,24605.0,1024.0,0.0,0.0,0.0,1.8422957509756088e-05,1.1424122853204608,10.278254202567041,1.2258062362670898,0.0,11.503593683242798,True,,24605.0,1024.0
length,pr2_v2,24576,24576,1024,True,1,2,length-24576-1024-2-0,chat,True,11.327019453048706,1.249039649963379,10.077979803085327,0.009841777151450515,24576,24576,1024,1024,24605,24605,1024,1024,1024,1778395359.7556527,1778395361.0046923,1778395371.082672,ok,,0.0,0.0,0.0,24605.0,1024.0,0.0,0.0,0.0,1.1354219168424606e-05,1.1425965009257197,10.108839069958776,1.2017848491668701,0.0,11.31067442893982,True,,24605.0,1024.0
length,pr2_v2,31488,31488,32,True,1,0,length-31488-32-0-0,chat,True,1.9570417404174805,1.686096429824829,0.27094531059265137,0.008467040956020355,31488,31488,32,32,31517,31517,32,32,32,1778395393.9798524,1778395395.6659489,1778395395.9368942,ok,,0.0,0.0,0.0,31517.0,32.0,0.0,0.0,0.0,3.671925514936447e-05,1.544321171939373,0.31016410421580076,1.6321094036102295,0.0,1.9423248767852783,True,,31517.0,32.0
length,pr2_v2,31488,31488,32,True,1,1,length-31488-32-1-0,chat,True,1.9354674816131592,1.6595368385314941,0.27593064308166504,0.008622832596302032,31488,31488,32,32,31517,31517,32,32,32,1778395396.0869887,1778395397.7465255,1778395398.0224562,ok,,0.0,0.0,0.0,31517.0,32.0,0.0,0.0,0.0,6.2836334109306335e-06,1.5447888020426035,0.30995184229686856,1.6134040355682373,0.0,1.9232609272003174,True,,31517.0,32.0
length,pr2_v2,31488,31488,32,True,1,2,length-31488-32-2-0,chat,True,1.9369027614593506,1.6601955890655518,0.27670717239379883,0.008647099137306213,31488,31488,32,32,31517,31517,32,32,32,1778395398.1860144,1778395399.84621,1778395400.1229172,ok,,0.0,0.0,0.0,31517.0,32.0,0.0,0.0,0.0,6.590038537979126e-06,1.5409479588270187,0.3095202650874853,1.6133544445037842,0.0,1.9230256080627441,True,,31517.0,32.0
length,pr2_v2,31488,31488,128,True,1,0,length-31488-128-0-0,chat,True,2.9028725624084473,1.683845043182373,1.2190275192260742,0.009523652493953705,31488,31488,128,128,31517,31517,128,128,128,1778395400.2164097,1778395401.9002547,1778395403.1192822,ok,,0.0,0.0,0.0,31517.0,128.0,0.0,0.0,0.0,1.4934223145246506e-05,1.540607654955238,1.26097431499511,1.6258554458618164,0.0,2.887019157409668,True,,31517.0,128.0
length,pr2_v2,31488,31488,128,True,1,1,length-31488-128-1-0,chat,True,2.915257215499878,1.6865746974945068,1.228682518005371,0.009599082171916962,31488,31488,128,128,31517,31517,128,128,128,1778395403.2593727,1778395404.9459474,1778395406.17463,ok,,0.0,0.0,0.0,31517.0,128.0,0.0,0.0,0.0,1.2776348739862442e-05,1.5472282618284225,1.26174371317029,1.6383984088897705,0.0,2.9002721309661865,True,,31517.0,128.0
length,pr2_v2,31488,31488,128,True,1,2,length-31488-128-2-0,chat,True,2.8971474170684814,1.6672322750091553,1.2299151420593262,0.009608712047338486,31488,31488,128,128,31517,31517,128,128,128,1778395406.3181763,1778395407.9854085,1778395409.2153237,ok,,0.0,0.0,0.0,31517.0,128.0,0.0,0.0,0.0,1.9832048565149307e-05,1.542401913087815,1.2613679221831262,1.621795892715454,0.0,2.8833680152893066,True,,31517.0,128.0
length,pr2_v2,31488,31488,512,True,1,0,length-31488-512-0-0,chat,True,6.717840194702148,1.6766636371612549,5.0411765575408936,0.009846047963947058,31488,31488,512,512,31517,31517,512,512,512,1778395409.333076,1778395411.0097396,1778395416.0509162,ok,,0.0,0.0,0.0,31517.0,512.0,0.0,0.0,0.0,1.2219883501529694e-05,1.5484597980976105,5.071859810035676,1.6325931549072266,0.0,6.704629421234131,True,,31517.0,512.0
length,pr2_v2,31488,31488,512,True,1,1,length-31488-512-1-0,chat,True,6.725976467132568,1.6891286373138428,5.036847829818726,0.009837593417614698,31488,31488,512,512,31517,31517,512,512,512,1778395416.215488,1778395417.9046166,1778395422.9414644,ok,,0.0,0.0,0.0,31517.0,512.0,0.0,0.0,0.0,6.1960890889167786e-06,1.5505275656469166,5.0737288682721555,1.6363945007324219,0.0,6.710238456726074,True,,31517.0,512.0
length,pr2_v2,31488,31488,512,True,1,2,length-31488-512-2-0,chat,True,6.729367733001709,1.692809820175171,5.036557912826538,0.009837027173489332,31488,31488,512,512,31517,31517,512,512,512,1778395423.0985208,1778395424.7913306,1778395429.8278885,ok,,0.0,0.0,0.0,31517.0,512.0,0.0,0.0,0.0,1.1680182069540024e-05,1.549280762206763,5.071714631747454,1.643465280532837,0.0,6.7151477336883545,True,,31517.0,512.0
length,pr2_v2,31488,31488,1024,True,1,0,length-31488-1024-0-0,chat,True,11.800402164459229,1.6826910972595215,10.117711067199707,0.009880577214062214,31488,31488,1024,1024,31517,31517,1024,1024,1024,1778395429.9885323,1778395431.6712234,1778395441.7889345,ok,,0.0,0.0,0.0,31517.0,1024.0,0.0,0.0,0.0,6.652902811765671e-06,1.5517716128379107,10.150385257322341,1.633420705795288,0.0,11.783940076828003,True,,31517.0,1024.0
length,pr2_v2,31488,31488,1024,True,1,1,length-31488-1024-1-0,chat,True,11.873906373977661,1.6919598579406738,10.181946516036987,0.00994330714456737,31488,31488,1024,1024,31517,31517,1024,1024,1024,1778395441.9691079,1778395443.6610677,1778395453.8430142,ok,,0.0,0.0,0.0,31517.0,1024.0,0.0,0.0,0.0,1.7875805497169495e-05,1.5610271259211004,10.214184556156397,1.6446409225463867,0.0,11.858952522277832,True,,31517.0,1024.0
length,pr2_v2,31488,31488,1024,True,1,2,length-31488-1024-2-0,chat,True,11.918090581893921,1.7034409046173096,10.214649677276611,0.00997524382546544,31488,31488,1024,1024,31517,31517,1024,1024,1024,1778395454.0034118,1778395455.7068527,1778395465.9215024,ok,,0.0,0.0,0.0,31517.0,1024.0,0.0,0.0,0.0,2.9777176678180695e-05,1.5730535509064794,10.246808276046067,1.6564579010009766,0.0,11.903419494628906,True,,31517.0,1024.0
