segment_id,segment_type,fanout,kv_bytes,home_bank,replicas,avg_hops_before,avg_hops_after,noc_bytes_before,noc_bytes_after,hotspot_before,hotspot_after,eligible_shared
f0b6510fe8b602fd90464f51,system,5,6365184.0,"[3, 3]","[[3, 4]]",6.0,0.6,9356820480.0,935682048.0,2.4012465235311784,1.0,True
6da26385615d4a199ec46c94,repo,1,80109568.0,"[3, 3]",[],6.0,0.0,4806574080.0,0.0,2.4012465235311784,1.0,True
9b1d27131f15a8664e49ef17,repo,1,4300800.0,"[3, 3]",[],6.0,0.0,232243200.0,0.0,2.4012465235311784,1.0,True
45f053d32b3224d654565365,repo,1,2179072.0,"[3, 3]",[],6.0,0.0,117669888.0,0.0,2.4012465235311784,1.0,True
c11bd3eb3cfc0e0b618f8fa7,repo,1,3153920.0,"[3, 3]",[],6.0,0.0,151388160.0,0.0,2.4012465235311784,1.0,True
7cbc530e4d084708e3cd1991,history,1,1662976.0,"[3, 3]",[],6.0,0.0,79822848.0,0.0,2.4012465235311784,1.0,True
f497ec1d386148cea59d9c6f,repo,1,2523136.0,"[3, 3]",[],6.0,0.0,105971712.0,0.0,2.4012465235311784,1.0,True
71bddc302b9c467db17730f0,history,1,1662976.0,"[3, 3]",[],6.0,0.0,69844992.0,0.0,2.4012465235311784,1.0,True
4cba4dfc34687010a2157117,repo,1,3211264.0,"[3, 3]",[],6.0,0.0,115605504.0,0.0,2.4012465235311784,1.0,True
e4c8fab86b63aaf0f6e96939,repo,1,150585344.0,"[3, 3]",[],6.0,0.0,5421072384.0,0.0,2.4012465235311784,1.0,True
01616515a60122e4c98add8b,repo,1,3383296.0,"[3, 3]",[],6.0,0.0,101498880.0,0.0,2.4012465235311784,1.0,True
9a5add66a8b6778d7d919c84,repo,1,5218304.0,"[3, 3]",[],6.0,0.0,156549120.0,0.0,2.4012465235311784,1.0,True
39b1d44a2d8f7d0cac02adf9,repo,1,3268608.0,"[3, 3]",[],6.0,0.0,78446592.0,0.0,2.4012465235311784,1.0,True
362bb803b23eb329c6f20d84,history,1,1662976.0,"[3, 3]",[],6.0,0.0,39911424.0,0.0,2.4012465235311784,1.0,True
38cb6e814dc2b88c3554b343,repo,1,2007040.0,"[3, 3]",[],6.0,0.0,36126720.0,0.0,2.4012465235311784,1.0,True
62b3709b5d073b6489f221a3,history,1,1662976.0,"[3, 3]",[],6.0,0.0,29933568.0,0.0,2.4012465235311784,1.0,True
4552ecc3497ce9e3e743543a,repo,1,3211264.0,"[3, 3]",[],6.0,0.0,38535168.0,0.0,2.4012465235311784,1.0,True
b804fac6c440b5314c780bfa,repo,1,150585344.0,"[3, 3]",[],6.0,0.0,1807024128.0,0.0,2.4012465235311784,1.0,True
fabfeef3e1bea72c6423c226,repo,1,3383296.0,"[3, 3]",[],6.0,0.0,20299776.0,0.0,2.4012465235311784,1.0,False
86bf60622efddf9370066214,repo,1,5218304.0,"[3, 3]",[],6.0,0.0,31309824.0,0.0,2.4012465235311784,1.0,False
e5a380269fed59fd26f3d3cd,repo,1,98975744.0,"[2, 3]",[],5.0,0.0,4948787200.0,0.0,2.4012465235311784,1.0,True
701257f94314131282146817,repo,1,6193152.0,"[2, 3]",[],5.0,0.0,278691840.0,0.0,2.4012465235311784,1.0,True
7a608ae0fab3caa981781c89,repo,1,4071424.0,"[2, 3]",[],5.0,0.0,183214080.0,0.0,2.4012465235311784,1.0,True
a379e48f3a1d8c6651746cbc,repo,1,3211264.0,"[2, 3]",[],5.0,0.0,128450560.0,0.0,2.4012465235311784,1.0,True
2d5c2f3550a5831da26f72a2,history,1,52584448.0,"[2, 3]",[],5.0,0.0,2103377920.0,0.0,2.4012465235311784,1.0,True
59d8131732234d43347e7fee,repo,1,4816896.0,"[2, 3]",[],5.0,0.0,168591360.0,0.0,2.4012465235311784,1.0,True
